BATTERY,8,99.194424,5000130.000000,,
BATTERY,8,99.193982,5000994.010000,,
BATTERY,8,99.193971,5001064.010000,,
BATTERY,8,99.193971,5001064.010000,,
BATTERY,8,99.193971,5001064.010000,,
BATTERY,8,99.193971,5001064.010000,,
BATTERY,8,99.193529,5001928.020000,,
BATTERY,8,99.193529,5001928.020000,,
BATTERY,8,99.193529,5001928.020000,,
BATTERY,8,99.193529,5001928.020000,,
BATTERY,8,99.193511,5002038.020000,,
BATTERY,8,99.193511,5002038.020000,,
BATTERY,8,99.193511,5002038.020000,,
BATTERY,8,99.193070,5002902.030000,,
BATTERY,8,99.193070,5002902.030000,,
BATTERY,8,99.193070,5002902.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.193058,5002972.030000,,
BATTERY,8,99.192655,5003836.040000,,
BATTERY,8,99.192655,5003836.040000,,
BATTERY,8,99.192655,5003836.040000,,
BATTERY,8,99.192655,5003836.040000,,
BATTERY,8,99.192655,5003836.040000,,
BATTERY,8,99.192655,5003836.040000,,
BATTERY,8,99.192655,5003836.040000,,
BATTERY,8,99.192655,5003836.040000,,
