BATTERY,10,99.194424,5000130.000000,,
BATTERY,10,99.193982,5000994.010000,,
BATTERY,10,99.193971,5001064.010000,,
BATTERY,10,99.193971,5001064.010000,,
BATTERY,10,99.193971,5001064.010000,,
BATTERY,10,99.193971,5001064.010000,,
BATTERY,10,99.193529,5001928.020000,,
BATTERY,10,99.193529,5001928.020000,,
BATTERY,10,99.193529,5001928.020000,,
BATTERY,10,99.193529,5001928.020000,,
BATTERY,10,99.193511,5002038.020000,,
BATTERY,10,99.193511,5002038.020000,,
BATTERY,10,99.193511,5002038.020000,,
BATTERY,10,99.193070,5002902.030000,,
BATTERY,10,99.193070,5002902.030000,,
BATTERY,10,99.193070,5002902.030000,,
BATTERY,10,99.193058,5002972.030000,,
BATTERY,10,99.193058,5002972.030000,,
BATTERY,10,99.193058,5002972.030000,,
BATTERY,10,99.192617,5003836.040000,,
BATTERY,10,99.192617,5003836.040000,,
BATTERY,10,99.192617,5003836.040000,,
BATTERY,10,99.192606,5003906.040000,,
BATTERY,10,99.192164,5004770.050000,,
BATTERY,10,99.192153,5004840.050000,,
BATTERY,10,99.192153,5004840.050000,,
BATTERY,10,99.191711,5005704.060000,,
BATTERY,10,99.191711,5005704.060000,,
BATTERY,10,99.191700,5005774.060000,,
BATTERY,10,99.191258,5006638.070000,,
BATTERY,10,99.191240,5006748.070000,,
BATTERY,10,99.191240,5006748.070000,,
BATTERY,10,99.190799,5007612.080000,,
BATTERY,10,99.190799,5007612.080000,,
BATTERY,10,99.190788,5007682.080000,,
BATTERY,10,99.190788,5007682.080000,,
BATTERY,10,99.190788,5007682.080000,,
BATTERY,10,99.190346,5008546.090000,,
BATTERY,10,99.190346,5008546.090000,,
BATTERY,10,99.190346,5008546.090000,,
BATTERY,10,99.190331,5008636.090000,,
BATTERY,10,99.189890,5009500.100000,,
BATTERY,10,99.189866,5009650.100000,,
BATTERY,10,99.189424,5010514.110000,,
BATTERY,10,99.189410,5010604.110000,,
BATTERY,10,99.188968,5011468.120000,,
BATTERY,10,99.188957,5011538.120000,,
BATTERY,10,99.188515,5012402.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188504,5012472.130000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188101,5013336.140000,,
BATTERY,10,99.188089,5013406.140000,,
BATTERY,10,99.187648,5014270.150000,,
BATTERY,10,99.187648,5014270.150000,,
BATTERY,10,99.187636,5014340.150000,,
BATTERY,10,99.187195,5015204.160000,,
BATTERY,10,99.187184,5015274.160000,,
BATTERY,10,99.186742,5016138.170000,,
BATTERY,10,99.186727,5016228.170000,,
BATTERY,10,99.186286,5017092.180000,,
BATTERY,10,99.186275,5017162.180000,,
BATTERY,10,99.185833,5018026.190000,,
BATTERY,10,99.185802,5018216.190000,,
BATTERY,10,99.185361,5019080.200000,,
BATTERY,10,99.185333,5019250.200000,,
BATTERY,10,99.184892,5020114.210000,,
BATTERY,10,99.184864,5020284.210000,,
BATTERY,10,99.184423,5021148.220000,,
