BATTERY,3,99.194424,5000130.000000,,
BATTERY,3,99.193982,5000994.010000,,
BATTERY,3,99.193971,5001064.010000,,
BATTERY,3,99.193971,5001064.010000,,
BATTERY,3,99.193971,5001064.010000,,
BATTERY,3,99.193971,5001064.010000,,
BATTERY,3,99.193529,5001928.020000,,
BATTERY,3,99.193529,5001928.020000,,
BATTERY,3,99.193529,5001928.020000,,
BATTERY,3,99.193529,5001928.020000,,
BATTERY,3,99.193511,5002038.020000,,
BATTERY,3,99.193511,5002038.020000,,
BATTERY,3,99.193511,5002038.020000,,
BATTERY,3,99.193070,5002902.030000,,
BATTERY,3,99.193070,5002902.030000,,
BATTERY,3,99.193070,5002902.030000,,
BATTERY,3,99.193058,5002972.030000,,
BATTERY,3,99.193058,5002972.030000,,
BATTERY,3,99.193058,5002972.030000,,
BATTERY,3,99.192617,5003836.040000,,
BATTERY,3,99.192617,5003836.040000,,
BATTERY,3,99.192617,5003836.040000,,
BATTERY,3,99.192606,5003906.040000,,
BATTERY,3,99.192164,5004770.050000,,
BATTERY,3,99.192153,5004840.050000,,
BATTERY,3,99.192153,5004840.050000,,
BATTERY,3,99.191711,5005704.060000,,
BATTERY,3,99.191711,5005704.060000,,
BATTERY,3,99.191700,5005774.060000,,
BATTERY,3,99.191258,5006638.070000,,
BATTERY,3,99.191240,5006748.070000,,
BATTERY,3,99.191240,5006748.070000,,
BATTERY,3,99.190799,5007612.080000,,
BATTERY,3,99.190799,5007612.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
BATTERY,3,99.190788,5007682.080000,,
